Paper,Year,Citations
1985Natur.317...44C,1989,29
1985Natur.317...44C,1990,40
1985Natur.317...44C,1991,51
1985Natur.317...44C,1992,65
1985Natur.317...44C,1993,81
1985Natur.317...44C,1994,87
1985Natur.317...44C,1995,102
1985Natur.317...44C,1996,110
1985Natur.317...44C,1997,119
1985Natur.317...44C,1998,129
1985Natur.317...44C,1999,142
1985Natur.317...44C,2000,153
1985Natur.317...44C,2001,165
1985Natur.317...44C,2002,175
1985Natur.317...44C,2003,188
1985Natur.317...44C,2004,202
1985Natur.317...44C,2005,218
1985Natur.317...44C,2006,238
1985Natur.317...44C,2007,255
1985Natur.317...44C,2008,265
1985Natur.317...44C,2009,283
1985Natur.317...44C,2010,298
1985Natur.317...44C,2011,317
1985Natur.317...44C,2012,333
1985Natur.317...44C,2013,355
1985Natur.317...44C,2014,381
1985Natur.317...44C,2015,398
1985Natur.317...44C,2016,428
1985Natur.317...44C,2017,456
1985Natur.317...44C,2018,457
1985ApJ...295..422C,1985,1
1985ApJ...295..422C,1986,5
1985ApJ...295..422C,1987,18
1985ApJ...295..422C,1988,33
1985ApJ...295..422C,1989,50
1985ApJ...295..422C,1990,56
1985ApJ...295..422C,1991,66
1985ApJ...295..422C,1992,72
1985ApJ...295..422C,1993,92
1985ApJ...295..422C,1994,110
1985ApJ...295..422C,1995,115
1985ApJ...295..422C,1996,126
1985ApJ...295..422C,1997,142
1985ApJ...295..422C,1998,159
1985ApJ...295..422C,1999,174
1985ApJ...295..422C,2000,183
1985ApJ...295..422C,2001,196
1985ApJ...295..422C,2002,209
1985ApJ...295..422C,2003,228
1985ApJ...295..422C,2004,240
1985ApJ...295..422C,2005,250
1985ApJ...295..422C,2006,261
1985ApJ...295..422C,2007,272
1985ApJ...295..422C,2008,291
1985ApJ...295..422C,2009,313
1985ApJ...295..422C,2010,335
1985ApJ...295..422C,2011,356
1985ApJ...295..422C,2012,380
1985ApJ...295..422C,2013,401
1985ApJ...295..422C,2014,419
1985ApJ...295..422C,2015,438
1985ApJ...295..422C,2016,463
1985ApJ...295..422C,2017,478
1985ApJ...295..422C,2018,479
1985ApJS...57..241E,1985,6
1985ApJS...57..241E,1986,17
1985ApJS...57..241E,1987,27
1985ApJS...57..241E,1988,46
1985ApJS...57..241E,1989,59
1985ApJS...57..241E,1990,83
1985ApJS...57..241E,1991,105
1985ApJS...57..241E,1992,130
1985ApJS...57..241E,1993,156
1985ApJS...57..241E,1994,186
1985ApJS...57..241E,1995,209
1985ApJS...57..241E,1996,231
1985ApJS...57..241E,1997,253
1985ApJS...57..241E,1998,277
1985ApJS...57..241E,1999,288
1985ApJS...57..241E,2000,301
1985ApJS...57..241E,2001,310
1985ApJS...57..241E,2002,326
1985ApJS...57..241E,2003,335
1985ApJS...57..241E,2004,351
1985ApJS...57..241E,2005,365
1985ApJS...57..241E,2006,371
1985ApJS...57..241E,2007,384
1985ApJS...57..241E,2008,398
1985ApJS...57..241E,2009,410
1985ApJS...57..241E,2010,424
1985ApJS...57..241E,2011,435
1985ApJS...57..241E,2012,444
1985ApJS...57..241E,2013,456
1985ApJS...57..241E,2014,464
1985ApJS...57..241E,2015,472
1985ApJS...57..241E,2016,482
1985ApJS...57..241E,2017,488
1985ApJS...57..173M,1985,4
1985ApJS...57..173M,1986,14
1985ApJS...57..173M,1987,29
1985ApJS...57..173M,1988,43
1985ApJS...57..173M,1989,53
1985ApJS...57..173M,1990,81
1985ApJS...57..173M,1991,111
1985ApJS...57..173M,1992,132
1985ApJS...57..173M,1993,162
1985ApJS...57..173M,1994,186
1985ApJS...57..173M,1995,211
1985ApJS...57..173M,1996,234
1985ApJS...57..173M,1997,259
1985ApJS...57..173M,1998,281
1985ApJS...57..173M,1999,309
1985ApJS...57..173M,2000,328
1985ApJS...57..173M,2001,357
1985ApJS...57..173M,2002,365
1985ApJS...57..173M,2003,388
1985ApJS...57..173M,2004,397
1985ApJS...57..173M,2005,408
1985ApJS...57..173M,2006,413
1985ApJS...57..173M,2007,425
1985ApJS...57..173M,2008,431
1985ApJS...57..173M,2009,436
1985ApJS...57..173M,2010,439
1985ApJS...57..173M,2011,445
1985ApJS...57..173M,2012,453
1985ApJS...57..173M,2013,456
1985ApJS...57..173M,2014,463
1985ApJS...57..173M,2015,473
1985ApJS...57..173M,2016,479
1985ApJS...57..173M,2017,481
1985ApJS...58..561V,1985,5
1985ApJS...58..561V,1986,25
1985ApJS...58..561V,1987,57
1985ApJS...58..561V,1988,88
1985ApJS...58..561V,1989,126
1985ApJS...58..561V,1990,159
1985ApJS...58..561V,1991,188
1985ApJS...58..561V,1992,235
1985ApJS...58..561V,1993,270
1985ApJS...58..561V,1994,305
1985ApJS...58..561V,1995,332
1985ApJS...58..561V,1996,362
1985ApJS...58..561V,1997,391
1985ApJS...58..561V,1998,404
1985ApJS...58..561V,1999,416
1985ApJS...58..561V,2000,430
1985ApJS...58..561V,2001,431
1985ApJS...58..561V,2002,438
1985ApJS...58..561V,2003,442
1985ApJS...58..561V,2004,449
1985ApJS...58..561V,2005,451
1985ApJS...58..561V,2006,454
1985ApJS...58..561V,2007,454
1985ApJS...58..561V,2008,456
1985ApJS...58..561V,2009,457
1985ApJS...58..561V,2010,459
1985ApJS...58..561V,2011,461
1985ApJS...58..561V,2012,465
1985ApJS...58..561V,2013,468
1985ApJS...58..561V,2014,469
1985ApJS...58..561V,2015,469
1985ApJS...58..561V,2016,469
1985ApJS...58..561V,2017,469
1985ADNDT..33..405J,1986,5
1985ADNDT..33..405J,1987,16
1985ADNDT..33..405J,1988,38
1985ADNDT..33..405J,1989,54
1985ADNDT..33..405J,1990,64
1985ADNDT..33..405J,1991,87
1985ADNDT..33..405J,1992,110
1985ADNDT..33..405J,1993,143
1985ADNDT..33..405J,1994,168
1985ADNDT..33..405J,1995,194
1985ADNDT..33..405J,1996,211
1985ADNDT..33..405J,1997,229
1985ADNDT..33..405J,1998,251
1985ADNDT..33..405J,1999,265
1985ADNDT..33..405J,2000,285
1985ADNDT..33..405J,2001,302
1985ADNDT..33..405J,2002,314
1985ADNDT..33..405J,2003,339
1985ADNDT..33..405J,2004,354
1985ADNDT..33..405J,2005,373
1985ADNDT..33..405J,2006,387
1985ADNDT..33..405J,2007,399
1985ADNDT..33..405J,2008,416
1985ADNDT..33..405J,2009,426
1985ADNDT..33..405J,2010,445
1985ADNDT..33..405J,2011,451
1985ADNDT..33..405J,2012,455
1985ADNDT..33..405J,2013,463
1985ADNDT..33..405J,2014,470
1985ADNDT..33..405J,2015,484
1985ADNDT..33..405J,2016,497
1985ADNDT..33..405J,2017,502
1985ApJS...57..587D,1986,16
1985ApJS...57..587D,1987,29
1985ApJS...57..587D,1988,47
1985ApJS...57..587D,1989,78
1985ApJS...57..587D,1990,104
1985ApJS...57..587D,1991,127
1985ApJS...57..587D,1992,150
1985ApJS...57..587D,1993,179
1985ApJS...57..587D,1994,210
1985ApJS...57..587D,1995,234
1985ApJS...57..587D,1996,258
1985ApJS...57..587D,1997,282
1985ApJS...57..587D,1998,302
1985ApJS...57..587D,1999,321
1985ApJS...57..587D,2000,334
1985ApJS...57..587D,2001,348
1985ApJS...57..587D,2002,363
1985ApJS...57..587D,2003,375
1985ApJS...57..587D,2004,384
1985ApJS...57..587D,2005,397
1985ApJS...57..587D,2006,407
1985ApJS...57..587D,2007,416
1985ApJS...57..587D,2008,426
1985ApJS...57..587D,2009,432
1985ApJS...57..587D,2010,435
1985ApJS...57..587D,2011,450
1985ApJS...57..587D,2012,455
1985ApJS...57..587D,2013,459
1985ApJS...57..587D,2014,462
1985ApJS...57..587D,2015,468
1985ApJS...57..587D,2016,473
1985ApJS...57..587D,2017,477
1985Natur.314...76M,1986,5
1985Natur.314...76M,1987,12
1985Natur.314...76M,1988,15
1985Natur.314...76M,1989,20
1985Natur.314...76M,1990,23
1985Natur.314...76M,1991,29
1985Natur.314...76M,1992,33
1985Natur.314...76M,1993,34
1985Natur.314...76M,1994,40
1985Natur.314...76M,1995,51
1985Natur.314...76M,1996,65
1985Natur.314...76M,1997,75
1985Natur.314...76M,1998,91
1985Natur.314...76M,1999,106
1985Natur.314...76M,2000,123
1985Natur.314...76M,2001,142
1985Natur.314...76M,2002,167
1985Natur.314...76M,2003,188
1985Natur.314...76M,2004,212
1985Natur.314...76M,2005,243
1985Natur.314...76M,2006,268
1985Natur.314...76M,2007,291
1985Natur.314...76M,2008,313
1985Natur.314...76M,2009,337
1985Natur.314...76M,2010,353
1985Natur.314...76M,2011,379
1985Natur.314...76M,2012,401
1985Natur.314...76M,2013,420
1985Natur.314...76M,2014,437
1985Natur.314...76M,2015,455
1985Natur.314...76M,2016,476
1985Natur.314...76M,2017,494
1985ApJ...295...73K,1985,3
1985ApJ...295...73K,1986,18
1985ApJ...295...73K,1987,36
1985ApJ...295...73K,1988,58
1985ApJ...295...73K,1989,77
1985ApJ...295...73K,1990,93
1985ApJ...295...73K,1991,107
1985ApJ...295...73K,1992,116
1985ApJ...295...73K,1993,128
1985ApJ...295...73K,1994,140
1985ApJ...295...73K,1995,155
1985ApJ...295...73K,1996,170
1985ApJ...295...73K,1997,184
1985ApJ...295...73K,1998,194
1985ApJ...295...73K,1999,209
1985ApJ...295...73K,2000,220
1985ApJ...295...73K,2001,228
1985ApJ...295...73K,2002,242
1985ApJ...295...73K,2003,253
1985ApJ...295...73K,2004,266
1985ApJ...295...73K,2005,278
1985ApJ...295...73K,2006,289
1985ApJ...295...73K,2007,301
1985ApJ...295...73K,2008,316
1985ApJ...295...73K,2009,333
1985ApJ...295...73K,2010,350
1985ApJ...295...73K,2011,363
1985ApJ...295...73K,2012,377
1985ApJ...295...73K,2013,389
1985ApJ...295...73K,2014,399
1985ApJ...295...73K,2015,411
1985ApJ...295...73K,2016,428
1985ApJ...295...73K,2017,435
1985PASJ...37..515U,1986,12
1985PASJ...37..515U,1987,30
1985PASJ...37..515U,1988,48
1985PASJ...37..515U,1989,61
1985PASJ...37..515U,1990,75
1985PASJ...37..515U,1991,97
1985PASJ...37..515U,1992,110
1985PASJ...37..515U,1993,120
1985PASJ...37..515U,1994,131
1985PASJ...37..515U,1995,145
1985PASJ...37..515U,1996,163
1985PASJ...37..515U,1997,183
1985PASJ...37..515U,1998,196
1985PASJ...37..515U,1999,217
1985PASJ...37..515U,2000,224
1985PASJ...37..515U,2001,238
1985PASJ...37..515U,2002,254
1985PASJ...37..515U,2003,276
1985PASJ...37..515U,2004,291
1985PASJ...37..515U,2005,302
1985PASJ...37..515U,2006,316
1985PASJ...37..515U,2007,329
1985PASJ...37..515U,2008,333
1985PASJ...37..515U,2009,343
1985PASJ...37..515U,2010,347
1985PASJ...37..515U,2011,353
1985PASJ...37..515U,2012,360
1985PASJ...37..515U,2013,374
1985PASJ...37..515U,2014,382
1985PASJ...37..515U,2015,387
1985PASJ...37..515U,2016,392
1985PASJ...37..515U,2017,396
1985MNRAS.213..613L,1985,7
1985MNRAS.213..613L,1986,32
1985MNRAS.213..613L,1987,60
1985MNRAS.213..613L,1988,96
1985MNRAS.213..613L,1989,127
1985MNRAS.213..613L,1990,158
1985MNRAS.213..613L,1991,189
1985MNRAS.213..613L,1992,216
1985MNRAS.213..613L,1993,247
1985MNRAS.213..613L,1994,261
1985MNRAS.213..613L,1995,283
1985MNRAS.213..613L,1996,302
1985MNRAS.213..613L,1997,317
1985MNRAS.213..613L,1998,331
1985MNRAS.213..613L,1999,343
1985MNRAS.213..613L,2000,348
1985MNRAS.213..613L,2001,358
1985MNRAS.213..613L,2002,362
1985MNRAS.213..613L,2003,368
1985MNRAS.213..613L,2004,382
1985MNRAS.213..613L,2005,385
1985MNRAS.213..613L,2006,394
1985MNRAS.213..613L,2007,396
1985MNRAS.213..613L,2008,401
1985MNRAS.213..613L,2009,404
1985MNRAS.213..613L,2010,410
1985MNRAS.213..613L,2011,415
1985MNRAS.213..613L,2012,420
1985MNRAS.213..613L,2013,426
1985MNRAS.213..613L,2014,433
1985MNRAS.213..613L,2015,437
1985MNRAS.213..613L,2016,438
1985MNRAS.213..613L,2017,440
1985MNRAS.213..613L,1985,7
1985MNRAS.213..613L,1986,32
1985MNRAS.213..613L,1987,60
1985MNRAS.213..613L,1988,96
1985MNRAS.213..613L,1989,127
1985MNRAS.213..613L,1990,158
1985MNRAS.213..613L,1991,189
1985MNRAS.213..613L,1992,216
1985MNRAS.213..613L,1993,247
1985MNRAS.213..613L,1994,261
1985MNRAS.213..613L,1995,283
1985MNRAS.213..613L,1996,302
1985MNRAS.213..613L,1997,317
1985MNRAS.213..613L,1998,331
1985MNRAS.213..613L,1999,343
1985MNRAS.213..613L,2000,348
1985MNRAS.213..613L,2001,358
1985MNRAS.213..613L,2002,362
1985MNRAS.213..613L,2003,368
1985MNRAS.213..613L,2004,382
1985MNRAS.213..613L,2005,385
1985MNRAS.213..613L,2006,394
1985MNRAS.213..613L,2007,396
1985MNRAS.213..613L,2008,401
1985MNRAS.213..613L,2009,404
1985MNRAS.213..613L,2010,410
1985MNRAS.213..613L,2011,415
1985MNRAS.213..613L,2012,420
1985MNRAS.213..613L,2013,426
1985MNRAS.213..613L,2014,433
1985MNRAS.213..613L,2015,437
1985MNRAS.213..613L,2016,438
1985MNRAS.213..613L,2017,440
1985ApJ...298...18F,1985,1
1985ApJ...298...18F,1986,8
1985ApJ...298...18F,1987,26
1985ApJ...298...18F,1988,44
1985ApJ...298...18F,1989,58
1985ApJ...298...18F,1990,77
1985ApJ...298...18F,1991,99
1985ApJ...298...18F,1992,116
1985ApJ...298...18F,1993,136
1985ApJ...298...18F,1994,150
1985ApJ...298...18F,1995,170
1985ApJ...298...18F,1996,185
1985ApJ...298...18F,1997,218
1985ApJ...298...18F,1998,234
1985ApJ...298...18F,1999,252
1985ApJ...298...18F,2000,270
1985ApJ...298...18F,2001,285
1985ApJ...298...18F,2002,293
1985ApJ...298...18F,2003,306
1985ApJ...298...18F,2004,312
1985ApJ...298...18F,2005,320
1985ApJ...298...18F,2006,328
1985ApJ...298...18F,2007,336
1985ApJ...298...18F,2008,343
1985ApJ...298...18F,2009,356
1985ApJ...298...18F,2010,362
1985ApJ...298...18F,2011,366
1985ApJ...298...18F,2012,372
1985ApJ...298...18F,2013,376
1985ApJ...298...18F,2014,380
1985ApJ...298...18F,2015,386
1985ApJ...298...18F,2016,388
1985ApJ...298...18F,2017,395
1985PhRvD..31.1777H,1985,7
1985PhRvD..31.1777H,1986,23
1985PhRvD..31.1777H,1987,42
1985PhRvD..31.1777H,1988,62
1985PhRvD..31.1777H,1989,91
1985PhRvD..31.1777H,1990,104
1985PhRvD..31.1777H,1991,124
1985PhRvD..31.1777H,1992,139
1985PhRvD..31.1777H,1993,161
1985PhRvD..31.1777H,1994,172
1985PhRvD..31.1777H,1995,192
1985PhRvD..31.1777H,1996,200
1985PhRvD..31.1777H,1997,217
1985PhRvD..31.1777H,1998,234
1985PhRvD..31.1777H,1999,246
1985PhRvD..31.1777H,2000,256
1985PhRvD..31.1777H,2001,260
1985PhRvD..31.1777H,2002,264
1985PhRvD..31.1777H,2003,267
1985PhRvD..31.1777H,2004,271
1985PhRvD..31.1777H,2005,277
1985PhRvD..31.1777H,2006,287
1985PhRvD..31.1777H,2007,294
1985PhRvD..31.1777H,2008,305
1985PhRvD..31.1777H,2009,312
1985PhRvD..31.1777H,2010,322
1985PhRvD..31.1777H,2011,334
1985PhRvD..31.1777H,2012,347
1985PhRvD..31.1777H,2013,358
1985PhRvD..31.1777H,2014,372
1985PhRvD..31.1777H,2015,381
1985PhRvD..31.1777H,2016,393
1985PhRvD..31.1777H,2017,401
1985PhRvD..32.3136A,1986,5
1985PhRvD..32.3136A,1987,17
1985PhRvD..32.3136A,1988,28
1985PhRvD..32.3136A,1989,33
1985PhRvD..32.3136A,1990,37
1985PhRvD..32.3136A,1991,47
1985PhRvD..32.3136A,1992,51
1985PhRvD..32.3136A,1993,58
1985PhRvD..32.3136A,1994,63
1985PhRvD..32.3136A,1995,67
1985PhRvD..32.3136A,1996,73
1985PhRvD..32.3136A,1997,79
1985PhRvD..32.3136A,1998,85
1985PhRvD..32.3136A,1999,97
1985PhRvD..32.3136A,2000,107
1985PhRvD..32.3136A,2001,115
1985PhRvD..32.3136A,2002,127
1985PhRvD..32.3136A,2003,149
1985PhRvD..32.3136A,2004,164
1985PhRvD..32.3136A,2005,182
1985PhRvD..32.3136A,2006,199
1985PhRvD..32.3136A,2007,210
1985PhRvD..32.3136A,2008,218
1985PhRvD..32.3136A,2009,232
1985PhRvD..32.3136A,2010,247
1985PhRvD..32.3136A,2011,265
1985PhRvD..32.3136A,2012,292
1985PhRvD..32.3136A,2013,319
1985PhRvD..32.3136A,2014,347
1985PhRvD..32.3136A,2015,371
1985PhRvD..32.3136A,2016,399
1985PhRvD..32.3136A,2017,416
1985ApJS...58..771B,1985,1
1985ApJS...58..771B,1986,9
1985ApJS...58..771B,1987,16
1985ApJS...58..771B,1988,31
1985ApJS...58..771B,1989,41
1985ApJS...58..771B,1990,50
1985ApJS...58..771B,1991,57
1985ApJS...58..771B,1992,70
1985ApJS...58..771B,1993,82
1985ApJS...58..771B,1994,89
1985ApJS...58..771B,1995,99
1985ApJS...58..771B,1996,107
1985ApJS...58..771B,1997,113
1985ApJS...58..771B,1998,125
1985ApJS...58..771B,1999,133
1985ApJS...58..771B,2000,148
1985ApJS...58..771B,2001,162
1985ApJS...58..771B,2002,169
1985ApJS...58..771B,2003,186
1985ApJS...58..771B,2004,194
1985ApJS...58..771B,2005,215
1985ApJS...58..771B,2006,234
1985ApJS...58..771B,2007,245
1985ApJS...58..771B,2008,257
1985ApJS...58..771B,2009,267
1985ApJS...58..771B,2010,287
1985ApJS...58..771B,2011,294
1985ApJS...58..771B,2012,318
1985ApJS...58..771B,2013,336
1985ApJS...58..771B,2014,348
1985ApJS...58..771B,2015,363
1985ApJS...58..771B,2016,385
1985ApJS...58..771B,2017,399
1985Natur.313..541H,1985,2
1985Natur.313..541H,1986,19
1985Natur.313..541H,1987,38
1985Natur.313..541H,1988,57
1985Natur.313..541H,1989,82
1985Natur.313..541H,1990,99
1985Natur.313..541H,1991,126
1985Natur.313..541H,1992,150
1985Natur.313..541H,1993,180
1985Natur.313..541H,1994,200
1985Natur.313..541H,1995,216
1985Natur.313..541H,1996,230
1985Natur.313..541H,1997,241
1985Natur.313..541H,1998,251
1985Natur.313..541H,1999,260
1985Natur.313..541H,2000,275
1985Natur.313..541H,2001,281
1985Natur.313..541H,2002,289
1985Natur.313..541H,2003,298
1985Natur.313..541H,2004,312
1985Natur.313..541H,2005,318
1985Natur.313..541H,2006,324
1985Natur.313..541H,2007,334
1985Natur.313..541H,2008,345
1985Natur.313..541H,2009,353
1985Natur.313..541H,2010,366
1985Natur.313..541H,2011,375
1985Natur.313..541H,2012,386
1985Natur.313..541H,2013,399
1985Natur.313..541H,2014,406
1985Natur.313..541H,2015,421
1985Natur.313..541H,2016,443
1985Natur.313..541H,2017,450
1985AJ.....90.1759S,1985,2
1985AJ.....90.1759S,1986,14
1985AJ.....90.1759S,1987,31
1985AJ.....90.1759S,1988,54
1985AJ.....90.1759S,1989,71
1985AJ.....90.1759S,1990,84
1985AJ.....90.1759S,1991,102
1985AJ.....90.1759S,1992,114
1985AJ.....90.1759S,1993,133
1985AJ.....90.1759S,1994,160
1985AJ.....90.1759S,1995,178
1985AJ.....90.1759S,1996,191
1985AJ.....90.1759S,1997,221
1985AJ.....90.1759S,1998,238
1985AJ.....90.1759S,1999,247
1985AJ.....90.1759S,2000,258
1985AJ.....90.1759S,2001,276
1985AJ.....90.1759S,2002,289
1985AJ.....90.1759S,2003,306
1985AJ.....90.1759S,2004,316
1985AJ.....90.1759S,2005,324
1985AJ.....90.1759S,2006,334
1985AJ.....90.1759S,2007,340
1985AJ.....90.1759S,2008,350
1985AJ.....90.1759S,2009,366
1985AJ.....90.1759S,2010,373
1985AJ.....90.1759S,2011,382
1985AJ.....90.1759S,2012,390
1985AJ.....90.1759S,2013,396
1985AJ.....90.1759S,2014,404
1985AJ.....90.1759S,2015,408
1985AJ.....90.1759S,2016,412
1985AJ.....90.1759S,2017,412
1985ApJ...288...94W,1985,15
1985ApJ...288...94W,1986,38
1985ApJ...288...94W,1987,67
1985ApJ...288...94W,1988,87
1985ApJ...288...94W,1989,104
1985ApJ...288...94W,1990,116
1985ApJ...288...94W,1991,134
1985ApJ...288...94W,1992,139
1985ApJ...288...94W,1993,161
1985ApJ...288...94W,1994,180
1985ApJ...288...94W,1995,197
1985ApJ...288...94W,1996,218
1985ApJ...288...94W,1997,232
1985ApJ...288...94W,1998,246
1985ApJ...288...94W,1999,263
1985ApJ...288...94W,2000,274
1985ApJ...288...94W,2001,283
1985ApJ...288...94W,2002,292
1985ApJ...288...94W,2003,304
1985ApJ...288...94W,2004,324
1985ApJ...288...94W,2005,332
1985ApJ...288...94W,2006,337
1985ApJ...288...94W,2007,346
1985ApJ...288...94W,2008,352
1985ApJ...288...94W,2009,360
1985ApJ...288...94W,2010,365
1985ApJ...288...94W,2011,373
1985ApJ...288...94W,2012,380
1985ApJ...288...94W,2013,388
1985ApJ...288...94W,2014,396
1985ApJ...288...94W,2015,403
1985ApJ...288...94W,2016,410
1985ApJ...288...94W,2017,418
1985A&A...149..135M,1986,2
1985A&A...149..135M,1987,3
1985A&A...149..135M,1988,9
1985A&A...149..135M,1989,13
1985A&A...149..135M,1990,17
1985A&A...149..135M,1991,26
1985A&A...149..135M,1992,32
1985A&A...149..135M,1993,46
1985A&A...149..135M,1994,56
1985A&A...149..135M,1995,66
1985A&A...149..135M,1996,78
1985A&A...149..135M,1997,93
1985A&A...149..135M,1998,104
1985A&A...149..135M,1999,114
1985A&A...149..135M,2000,123
1985A&A...149..135M,2001,131
1985A&A...149..135M,2002,139
1985A&A...149..135M,2003,152
1985A&A...149..135M,2004,162
1985A&A...149..135M,2005,175
1985A&A...149..135M,2006,201
1985A&A...149..135M,2007,216
1985A&A...149..135M,2008,235
1985A&A...149..135M,2009,259
1985A&A...149..135M,2010,280
1985A&A...149..135M,2011,294
1985A&A...149..135M,2012,307
1985A&A...149..135M,2013,328
1985A&A...149..135M,2014,348
1985A&A...149..135M,2015,365
1985A&A...149..135M,2016,393
1985A&A...149..135M,2017,422
1985A&A...149..135M,2018,423
1985ESRv...22..261M,1987,3
1985ESRv...22..261M,1988,7
1985ESRv...22..261M,1989,16
1985ESRv...22..261M,1990,24
1985ESRv...22..261M,1991,34
1985ESRv...22..261M,1992,42
1985ESRv...22..261M,1993,50
1985ESRv...22..261M,1994,63
1985ESRv...22..261M,1995,71
1985ESRv...22..261M,1996,82
1985ESRv...22..261M,1997,95
1985ESRv...22..261M,1998,104
1985ESRv...22..261M,1999,117
1985ESRv...22..261M,2000,122
1985ESRv...22..261M,2001,137
1985ESRv...22..261M,2002,153
1985ESRv...22..261M,2003,170
1985ESRv...22..261M,2004,181
1985ESRv...22..261M,2005,198
1985ESRv...22..261M,2006,209
1985ESRv...22..261M,2007,235
1985ESRv...22..261M,2008,249
1985ESRv...22..261M,2009,271
1985ESRv...22..261M,2010,288
1985ESRv...22..261M,2011,302
1985ESRv...22..261M,2012,318
1985ESRv...22..261M,2013,334
1985ESRv...22..261M,2014,356
1985ESRv...22..261M,2015,383
1985ESRv...22..261M,2016,412
1985ESRv...22..261M,2017,437
1985ApJ...295..402M,1986,11
1985ApJ...295..402M,1987,29
1985ApJ...295..402M,1988,51
1985ApJ...295..402M,1989,71
1985ApJ...295..402M,1990,95
1985ApJ...295..402M,1991,112
1985ApJ...295..402M,1992,128
1985ApJ...295..402M,1993,156
1985ApJ...295..402M,1994,176
1985ApJ...295..402M,1995,195
1985ApJ...295..402M,1996,206
1985ApJ...295..402M,1997,223
1985ApJ...295..402M,1998,236
1985ApJ...295..402M,1999,253
1985ApJ...295..402M,2000,268
1985ApJ...295..402M,2001,274
1985ApJ...295..402M,2002,285
1985ApJ...295..402M,2003,296
1985ApJ...295..402M,2004,302
1985ApJ...295..402M,2005,308
1985ApJ...295..402M,2006,317
1985ApJ...295..402M,2007,321
1985ApJ...295..402M,2008,328
1985ApJ...295..402M,2009,330
1985ApJ...295..402M,2010,337
1985ApJ...295..402M,2011,342
1985ApJ...295..402M,2012,350
1985ApJ...295..402M,2013,356
1985ApJ...295..402M,2014,367
1985ApJ...295..402M,2015,378
1985ApJ...295..402M,2016,384
1985ApJ...295..402M,2017,391
1985RvMP...57....1B,1985,7
1985RvMP...57....1B,1986,41
1985RvMP...57....1B,1987,84
1985RvMP...57....1B,1988,126
1985RvMP...57....1B,1989,163
1985RvMP...57....1B,1990,198
1985RvMP...57....1B,1991,227
1985RvMP...57....1B,1992,247
1985RvMP...57....1B,1993,273
1985RvMP...57....1B,1994,287
1985RvMP...57....1B,1995,295
1985RvMP...57....1B,1996,304
1985RvMP...57....1B,1997,314
1985RvMP...57....1B,1998,329
1985RvMP...57....1B,1999,341
1985RvMP...57....1B,2000,348
1985RvMP...57....1B,2001,349
1985RvMP...57....1B,2002,352
1985RvMP...57....1B,2003,356
1985RvMP...57....1B,2004,359
1985RvMP...57....1B,2005,361
1985RvMP...57....1B,2006,365
1985RvMP...57....1B,2007,366
1985RvMP...57....1B,2008,372
1985RvMP...57....1B,2009,376
1985RvMP...57....1B,2010,380
1985RvMP...57....1B,2011,383
1985RvMP...57....1B,2012,391
1985RvMP...57....1B,2013,395
1985RvMP...57....1B,2014,398
1985RvMP...57....1B,2015,406
1985RvMP...57....1B,2016,410
1985RvMP...57....1B,2017,412
1985ApJ...293..470G,1986,1
1985ApJ...293..470G,1987,3
1985ApJ...293..470G,1988,7
1985ApJ...293..470G,1989,12
1985ApJ...293..470G,1990,14
1985ApJ...293..470G,1991,24
1985ApJ...293..470G,1992,32
1985ApJ...293..470G,1993,36
1985ApJ...293..470G,1994,45
1985ApJ...293..470G,1995,62
1985ApJ...293..470G,1996,81
1985ApJ...293..470G,1997,92
1985ApJ...293..470G,1998,108
1985ApJ...293..470G,1999,121
1985ApJ...293..470G,2000,132
1985ApJ...293..470G,2001,147
1985ApJ...293..470G,2002,167
1985ApJ...293..470G,2003,176
1985ApJ...293..470G,2004,189
1985ApJ...293..470G,2005,199
1985ApJ...293..470G,2006,215
1985ApJ...293..470G,2007,231
1985ApJ...293..470G,2008,246
1985ApJ...293..470G,2009,259
1985ApJ...293..470G,2010,282
1985ApJ...293..470G,2011,299
1985ApJ...293..470G,2012,319
1985ApJ...293..470G,2013,343
1985ApJ...293..470G,2014,359
1985ApJ...293..470G,2015,373
1985ApJ...293..470G,2016,393
1985ApJ...293..470G,2017,409
1985ApJS...59..115K,1986,3
1985ApJS...59..115K,1987,15
1985ApJS...59..115K,1988,27
1985ApJS...59..115K,1989,34
1985ApJS...59..115K,1990,48
1985ApJS...59..115K,1991,63
1985ApJS...59..115K,1992,78
1985ApJS...59..115K,1993,97
1985ApJS...59..115K,1994,116
1985ApJS...59..115K,1995,130
1985ApJS...59..115K,1996,161
1985ApJS...59..115K,1997,174
1985ApJS...59..115K,1998,190
1985ApJS...59..115K,1999,205
1985ApJS...59..115K,2000,216
1985ApJS...59..115K,2001,240
1985ApJS...59..115K,2002,248
1985ApJS...59..115K,2003,261
1985ApJS...59..115K,2004,276
1985ApJS...59..115K,2005,288
1985ApJS...59..115K,2006,297
1985ApJS...59..115K,2007,307
1985ApJS...59..115K,2008,319
1985ApJS...59..115K,2009,330
1985ApJS...59..115K,2010,339
1985ApJS...59..115K,2011,347
1985ApJS...59..115K,2012,359
1985ApJS...59..115K,2013,364
1985ApJS...59..115K,2014,373
1985ApJS...59..115K,2015,381
1985ApJS...59..115K,2016,390
1985ApJS...59..115K,2017,398
1985PhRvL..54..693C,1985,4
