Paper,Year,Citations
1985ApJ...290L..25A,2014,655
1985ApJ...290L..25A,2015,688
1985ApJ...290L..25A,2016,713
1985ApJ...290L..25A,2017,736
1985PhRvD..31.3059G,1985,2
1985PhRvD..31.3059G,1986,15
1985PhRvD..31.3059G,1987,32
1985PhRvD..31.3059G,1988,55
1985PhRvD..31.3059G,1989,76
1985PhRvD..31.3059G,1990,100
1985PhRvD..31.3059G,1991,112
1985PhRvD..31.3059G,1992,131
1985PhRvD..31.3059G,1993,149
1985PhRvD..31.3059G,1994,167
1985PhRvD..31.3059G,1995,185
1985PhRvD..31.3059G,1996,209
1985PhRvD..31.3059G,1997,219
1985PhRvD..31.3059G,1998,229
1985PhRvD..31.3059G,1999,240
1985PhRvD..31.3059G,2000,250
1985PhRvD..31.3059G,2001,273
1985PhRvD..31.3059G,2002,287
1985PhRvD..31.3059G,2003,299
1985PhRvD..31.3059G,2004,327
1985PhRvD..31.3059G,2005,353
1985PhRvD..31.3059G,2006,368
1985PhRvD..31.3059G,2007,393
1985PhRvD..31.3059G,2008,418
1985PhRvD..31.3059G,2009,439
1985PhRvD..31.3059G,2010,463
1985PhRvD..31.3059G,2011,487
1985PhRvD..31.3059G,2012,519
1985PhRvD..31.3059G,2013,563
1985PhRvD..31.3059G,2014,612
1985PhRvD..31.3059G,2015,650
1985PhRvD..31.3059G,2016,695
1985PhRvD..31.3059G,2017,721
1985PhRvL..55.2696W,1986,12
1985PhRvL..55.2696W,1987,55
1985PhRvL..55.2696W,1988,85
1985PhRvL..55.2696W,1989,117
1985PhRvL..55.2696W,1990,157
1985PhRvL..55.2696W,1991,185
1985PhRvL..55.2696W,1992,208
1985PhRvL..55.2696W,1993,238
1985PhRvL..55.2696W,1994,259
1985PhRvL..55.2696W,1995,278
1985PhRvL..55.2696W,1996,301
1985PhRvL..55.2696W,1997,323
1985PhRvL..55.2696W,1998,343
1985PhRvL..55.2696W,1999,366
1985PhRvL..55.2696W,2000,398
1985PhRvL..55.2696W,2001,417
1985PhRvL..55.2696W,2002,441
1985PhRvL..55.2696W,2003,469
1985PhRvL..55.2696W,2004,495
1985PhRvL..55.2696W,2005,526
1985PhRvL..55.2696W,2006,556
1985PhRvL..55.2696W,2007,583
1985PhRvL..55.2696W,2008,605
1985PhRvL..55.2696W,2009,632
1985PhRvL..55.2696W,2010,651
1985PhRvL..55.2696W,2011,675
1985PhRvL..55.2696W,2012,706
1985PhRvL..55.2696W,2013,726
1985PhRvL..55.2696W,2014,751
1985PhRvL..55.2696W,2015,764
1985PhRvL..55.2696W,2016,781
1985PhRvL..55.2696W,2017,802
1985Natur.317..505Z,1985,1
1985Natur.317..505Z,1986,3
1985Natur.317..505Z,1987,6
1985Natur.317..505Z,1988,8
1985Natur.317..505Z,1989,9
1985Natur.317..505Z,1990,12
1985Natur.317..505Z,1991,13
1985Natur.317..505Z,1992,20
1985Natur.317..505Z,1993,24
1985Natur.317..505Z,1994,30
1985Natur.317..505Z,1995,32
1985Natur.317..505Z,1996,44
1985Natur.317..505Z,1997,50
1985Natur.317..505Z,1998,66
1985Natur.317..505Z,1999,85
1985Natur.317..505Z,2000,101
1985Natur.317..505Z,2001,111
1985Natur.317..505Z,2002,133
1985Natur.317..505Z,2003,148
1985Natur.317..505Z,2004,157
1985Natur.317..505Z,2005,174
1985Natur.317..505Z,2006,190
1985Natur.317..505Z,2007,213
1985Natur.317..505Z,2008,242
1985Natur.317..505Z,2009,274
1985Natur.317..505Z,2010,328
1985Natur.317..505Z,2011,362
1985Natur.317..505Z,2012,409
1985Natur.317..505Z,2013,467
1985Natur.317..505Z,2014,520
1985Natur.317..505Z,2015,580
1985Natur.317..505Z,2016,668
1985Natur.317..505Z,2017,717
1985YaFiz..42.1441M,1986,3
1985YaFiz..42.1441M,1987,27
1985YaFiz..42.1441M,1988,53
1985YaFiz..42.1441M,1989,69
1985YaFiz..42.1441M,1990,93
1985YaFiz..42.1441M,1991,130
1985YaFiz..42.1441M,1992,175
1985YaFiz..42.1441M,1993,206
1985YaFiz..42.1441M,1994,239
1985YaFiz..42.1441M,1995,269
1985YaFiz..42.1441M,1996,300
1985YaFiz..42.1441M,1997,310
1985YaFiz..42.1441M,1998,328
1985YaFiz..42.1441M,1999,349
1985YaFiz..42.1441M,2000,371
1985YaFiz..42.1441M,2001,392
1985YaFiz..42.1441M,2002,409
1985YaFiz..42.1441M,2003,430
1985YaFiz..42.1441M,2004,452
1985YaFiz..42.1441M,2005,478
1985YaFiz..42.1441M,2006,509
1985YaFiz..42.1441M,2007,535
1985YaFiz..42.1441M,2008,555
1985YaFiz..42.1441M,2009,577
1985YaFiz..42.1441M,2010,590
1985YaFiz..42.1441M,2011,607
1985YaFiz..42.1441M,2012,626
1985YaFiz..42.1441M,2013,643
1985YaFiz..42.1441M,2014,657
1985YaFiz..42.1441M,2015,673
1985YaFiz..42.1441M,2016,696
1985YaFiz..42.1441M,2017,713
1985PhRvL..54..110M,1985,23
1985PhRvL..54..110M,1986,70
1985PhRvL..54..110M,1987,124
1985PhRvL..54..110M,1988,189
1985PhRvL..54..110M,1989,231
1985PhRvL..54..110M,1990,286
1985PhRvL..54..110M,1991,323
1985PhRvL..54..110M,1992,353
1985PhRvL..54..110M,1993,389
1985PhRvL..54..110M,1994,428
1985PhRvL..54..110M,1995,462
1985PhRvL..54..110M,1996,506
1985PhRvL..54..110M,1997,534
1985PhRvL..54..110M,1998,560
1985PhRvL..54..110M,1999,573
1985PhRvL..54..110M,2000,585
1985PhRvL..54..110M,2001,601
1985PhRvL..54..110M,2002,611
1985PhRvL..54..110M,2003,628
1985PhRvL..54..110M,2004,637
1985PhRvL..54..110M,2005,647
1985PhRvL..54..110M,2006,659
1985PhRvL..54..110M,2007,667
1985PhRvL..54..110M,2008,682
1985PhRvL..54..110M,2009,692
1985PhRvL..54..110M,2010,697
1985PhRvL..54..110M,2011,702
1985PhRvL..54..110M,2012,711
1985PhRvL..54..110M,2013,717
1985PhRvL..54..110M,2014,727
1985PhRvL..54..110M,2015,730
1985PhRvL..54..110M,2016,741
1985PhRvL..54..110M,2017,743
1985ARA&A..23..267L,1985,6
1985ARA&A..23..267L,1986,35
1985ARA&A..23..267L,1987,80
1985ARA&A..23..267L,1988,129
1985ARA&A..23..267L,1989,180
1985ARA&A..23..267L,1990,221
1985ARA&A..23..267L,1991,258
1985ARA&A..23..267L,1992,305
1985ARA&A..23..267L,1993,344
1985ARA&A..23..267L,1994,372
1985ARA&A..23..267L,1995,402
1985ARA&A..23..267L,1996,422
1985ARA&A..23..267L,1997,453
1985ARA&A..23..267L,1998,480
1985ARA&A..23..267L,1999,497
1985ARA&A..23..267L,2000,512
1985ARA&A..23..267L,2001,525
1985ARA&A..23..267L,2002,540
1985ARA&A..23..267L,2003,549
1985ARA&A..23..267L,2004,556
1985ARA&A..23..267L,2005,561
1985ARA&A..23..267L,2006,576
1985ARA&A..23..267L,2007,585
1985ARA&A..23..267L,2008,598
1985ARA&A..23..267L,2009,606
1985ARA&A..23..267L,2010,607
1985ARA&A..23..267L,2011,614
1985ARA&A..23..267L,2012,621
1985ARA&A..23..267L,2013,629
1985ARA&A..23..267L,2014,635
1985ARA&A..23..267L,2015,643
1985ARA&A..23..267L,2016,648
1985ARA&A..23..267L,2017,649
1985ARA&A..23..169D,1985,3
1985ARA&A..23..169D,1986,19
1985ARA&A..23..169D,1987,39
1985ARA&A..23..169D,1988,55
1985ARA&A..23..169D,1989,74
1985ARA&A..23..169D,1990,94
1985ARA&A..23..169D,1991,112
1985ARA&A..23..169D,1992,134
1985ARA&A..23..169D,1993,162
1985ARA&A..23..169D,1994,191
1985ARA&A..23..169D,1995,211
1985ARA&A..23..169D,1996,229
1985ARA&A..23..169D,1997,240
1985ARA&A..23..169D,1998,256
1985ARA&A..23..169D,1999,272
1985ARA&A..23..169D,2000,291
1985ARA&A..23..169D,2001,304
1985ARA&A..23..169D,2002,334
1985ARA&A..23..169D,2003,363
1985ARA&A..23..169D,2004,376
1985ARA&A..23..169D,2005,393
1985ARA&A..23..169D,2006,417
1985ARA&A..23..169D,2007,436
1985ARA&A..23..169D,2008,459
1985ARA&A..23..169D,2009,482
1985ARA&A..23..169D,2010,499
1985ARA&A..23..169D,2011,520
1985ARA&A..23..169D,2012,541
1985ARA&A..23..169D,2013,571
1985ARA&A..23..169D,2014,594
1985ARA&A..23..169D,2015,617
1985ARA&A..23..169D,2016,646
1985ARA&A..23..169D,2017,673
1985PhRvD..32.1316L,1985,2
1985PhRvD..32.1316L,1986,10
1985PhRvD..32.1316L,1987,18
1985PhRvD..32.1316L,1988,33
1985PhRvD..32.1316L,1989,40
1985PhRvD..32.1316L,1990,57
1985PhRvD..32.1316L,1991,81
1985PhRvD..32.1316L,1992,107
1985PhRvD..32.1316L,1993,146
1985PhRvD..32.1316L,1994,175
1985PhRvD..32.1316L,1995,198
1985PhRvD..32.1316L,1996,208
1985PhRvD..32.1316L,1997,216
1985PhRvD..32.1316L,1998,235
1985PhRvD..32.1316L,1999,261
1985PhRvD..32.1316L,2000,282
1985PhRvD..32.1316L,2001,297
1985PhRvD..32.1316L,2002,314
1985PhRvD..32.1316L,2003,326
1985PhRvD..32.1316L,2004,352
1985PhRvD..32.1316L,2005,367
1985PhRvD..32.1316L,2006,381
1985PhRvD..32.1316L,2007,400
1985PhRvD..32.1316L,2008,415
1985PhRvD..32.1316L,2009,427
1985PhRvD..32.1316L,2010,442
1985PhRvD..32.1316L,2011,460
1985PhRvD..32.1316L,2012,480
1985PhRvD..32.1316L,2013,507
1985PhRvD..32.1316L,2014,540
1985PhRvD..32.1316L,2015,565
1985PhRvD..32.1316L,2016,591
1985PhRvD..32.1316L,2017,614
1985ApJ...293..102F,1985,2
1985ApJ...293..102F,1986,31
1985ApJ...293..102F,1987,73
1985ApJ...293..102F,1988,109
1985ApJ...293..102F,1989,142
1985ApJ...293..102F,1990,175
1985ApJ...293..102F,1991,205
1985ApJ...293..102F,1992,230
1985ApJ...293..102F,1993,255
1985ApJ...293..102F,1994,285
1985ApJ...293..102F,1995,312
1985ApJ...293..102F,1996,338
1985ApJ...293..102F,1997,355
1985ApJ...293..102F,1998,381
1985ApJ...293..102F,1999,403
1985ApJ...293..102F,2000,417
1985ApJ...293..102F,2001,432
1985ApJ...293..102F,2002,446
1985ApJ...293..102F,2003,459
1985ApJ...293..102F,2004,473
1985ApJ...293..102F,2005,483
1985ApJ...293..102F,2006,494
1985ApJ...293..102F,2007,504
1985ApJ...293..102F,2008,514
1985ApJ...293..102F,2009,521
1985ApJ...293..102F,2010,528
1985ApJ...293..102F,2011,536
1985ApJ...293..102F,2012,543
1985ApJ...293..102F,2013,559
1985ApJ...293..102F,2014,567
1985ApJ...293..102F,2015,578
1985ApJ...293..102F,2016,588
1985ApJ...293..102F,2017,598
1985ApJS...57....1M,1985,2
1985ApJS...57....1M,1986,18
1985ApJS...57....1M,1987,35
1985ApJS...57....1M,1988,53
1985ApJS...57....1M,1989,78
1985ApJS...57....1M,1990,94
1985ApJS...57....1M,1991,108
1985ApJS...57....1M,1992,129
1985ApJS...57....1M,1993,145
1985ApJS...57....1M,1994,167
1985ApJS...57....1M,1995,187
1985ApJS...57....1M,1996,204
1985ApJS...57....1M,1997,228
1985ApJS...57....1M,1998,248
1985ApJS...57....1M,1999,275
1985ApJS...57....1M,2000,297
1985ApJS...57....1M,2001,322
1985ApJS...57....1M,2002,351
1985ApJS...57....1M,2003,376
1985ApJS...57....1M,2004,402
1985ApJS...57....1M,2005,416
1985ApJS...57....1M,2006,440
1985ApJS...57....1M,2007,457
1985ApJS...57....1M,2008,468
1985ApJS...57....1M,2009,481
1985ApJS...57....1M,2010,505
1985ApJS...57....1M,2011,519
1985ApJS...57....1M,2012,542
1985ApJS...57....1M,2013,563
1985ApJS...57....1M,2014,575
1985ApJS...57....1M,2015,585
1985ApJS...57....1M,2016,594
1985ApJS...57....1M,2017,598
1985Icar...62..244G,1985,2
1985Icar...62..244G,1986,10
1985Icar...62..244G,1987,24
1985Icar...62..244G,1988,31
1985Icar...62..244G,1989,45
1985Icar...62..244G,1990,58
1985Icar...62..244G,1991,73
1985Icar...62..244G,1992,94
1985Icar...62..244G,1993,119
1985Icar...62..244G,1994,138
1985Icar...62..244G,1995,175
1985Icar...62..244G,1996,206
1985Icar...62..244G,1997,236
1985Icar...62..244G,1998,258
1985Icar...62..244G,1999,275
1985Icar...62..244G,2000,295
1985Icar...62..244G,2001,313
1985Icar...62..244G,2002,330
1985Icar...62..244G,2003,344
1985Icar...62..244G,2004,360
1985Icar...62..244G,2005,374
1985Icar...62..244G,2006,385
1985Icar...62..244G,2007,396
1985Icar...62..244G,2008,409
1985Icar...62..244G,2009,421
1985Icar...62..244G,2010,440
1985Icar...62..244G,2011,456
1985Icar...62..244G,2012,471
1985Icar...62..244G,2013,487
1985Icar...62..244G,2014,512
1985Icar...62..244G,2015,533
1985Icar...62..244G,2016,552
1985Icar...62..244G,2017,580
1985Icar...62..244G,2018,581
1985ApJ...288..422G,1985,3
1985ApJ...288..422G,1986,37
1985ApJ...288..422G,1987,58
1985ApJ...288..422G,1988,81
1985ApJ...288..422G,1989,112
1985ApJ...288..422G,1990,138
1985ApJ...288..422G,1991,157
1985ApJ...288..422G,1992,186
1985ApJ...288..422G,1993,199
1985ApJ...288..422G,1994,220
1985ApJ...288..422G,1995,243
1985ApJ...288..422G,1996,265
1985ApJ...288..422G,1997,286
1985ApJ...288..422G,1998,302
1985ApJ...288..422G,1999,319
1985ApJ...288..422G,2000,331
1985ApJ...288..422G,2001,350
1985ApJ...288..422G,2002,362
1985ApJ...288..422G,2003,381
1985ApJ...288..422G,2004,392
1985ApJ...288..422G,2005,409
1985ApJ...288..422G,2006,424
1985ApJ...288..422G,2007,438
1985ApJ...288..422G,2008,451
1985ApJ...288..422G,2009,466
1985ApJ...288..422G,2010,484
1985ApJ...288..422G,2011,500
1985ApJ...288..422G,2012,517
1985ApJ...288..422G,2013,530
1985ApJ...288..422G,2014,541
1985ApJ...288..422G,2015,557
1985ApJ...288..422G,2016,571
1985ApJ...288..422G,2017,579
1985ApJ...293..192F,1985,1
1985ApJ...293..192F,1986,9
1985ApJ...293..192F,1987,18
1985ApJ...293..192F,1988,33
1985ApJ...293..192F,1989,49
1985ApJ...293..192F,1990,66
1985ApJ...293..192F,1991,77
1985ApJ...293..192F,1992,93
1985ApJ...293..192F,1993,111
1985ApJ...293..192F,1994,131
1985ApJ...293..192F,1995,156
1985ApJ...293..192F,1996,179
1985ApJ...293..192F,1997,198
1985ApJ...293..192F,1998,212
1985ApJ...293..192F,1999,229
1985ApJ...293..192F,2000,249
1985ApJ...293..192F,2001,273
1985ApJ...293..192F,2002,287
1985ApJ...293..192F,2003,310
1985ApJ...293..192F,2004,327
1985ApJ...293..192F,2005,341
1985ApJ...293..192F,2006,361
1985ApJ...293..192F,2007,384
1985ApJ...293..192F,2008,400
1985ApJ...293..192F,2009,422
1985ApJ...293..192F,2010,439
1985ApJ...293..192F,2011,465
1985ApJ...293..192F,2012,492
1985ApJ...293..192F,2013,514
1985ApJ...293..192F,2014,532
1985ApJ...293..192F,2015,558
1985ApJ...293..192F,2016,578
1985ApJ...293..192F,2017,601
1985ApJ...293..192F,2018,602
1985ApJS...58...39B,1985,2
1985ApJS...58...39B,1986,4
1985ApJS...58...39B,1987,5
1985ApJS...58...39B,1988,13
1985ApJS...58...39B,1989,17
1985ApJS...58...39B,1990,23
1985ApJS...58...39B,1991,31
1985ApJS...58...39B,1992,38
1985ApJS...58...39B,1993,48
1985ApJS...58...39B,1994,60
1985ApJS...58...39B,1995,71
1985ApJS...58...39B,1996,85
1985ApJS...58...39B,1997,107
1985ApJS...58...39B,1998,124
1985ApJS...58...39B,1999,144
1985ApJS...58...39B,2000,167
1985ApJS...58...39B,2001,189
1985ApJS...58...39B,2002,205
1985ApJS...58...39B,2003,227
1985ApJS...58...39B,2004,249
1985ApJS...58...39B,2005,274
1985ApJS...58...39B,2006,297
1985ApJS...58...39B,2007,312
1985ApJS...58...39B,2008,324
1985ApJS...58...39B,2009,349
1985ApJS...58...39B,2010,373
1985ApJS...58...39B,2011,403
1985ApJS...58...39B,2012,426
1985ApJS...58...39B,2013,457
1985ApJS...58...39B,2014,475
1985ApJS...58...39B,2015,495
1985ApJS...58...39B,2016,518
1985ApJS...58...39B,2017,546
1985ApJ...295...14B,1986,5
1985ApJ...295...14B,1987,29
1985ApJ...295...14B,1988,54
1985ApJ...295...14B,1989,71
1985ApJ...295...14B,1990,84
1985ApJ...295...14B,1991,94
1985ApJ...295...14B,1992,106
1985ApJ...295...14B,1993,120
1985ApJ...295...14B,1994,132
1985ApJ...295...14B,1995,147
1985ApJ...295...14B,1996,158
1985ApJ...295...14B,1997,167
1985ApJ...295...14B,1998,177
1985ApJ...295...14B,1999,189
1985ApJ...295...14B,2000,206
1985ApJ...295...14B,2001,223
1985ApJ...295...14B,2002,232
1985ApJ...295...14B,2003,247
1985ApJ...295...14B,2004,258
1985ApJ...295...14B,2005,278
1985ApJ...295...14B,2006,294
1985ApJ...295...14B,2007,308
1985ApJ...295...14B,2008,319
1985ApJ...295...14B,2009,335
1985ApJ...295...14B,2010,356
1985ApJ...295...14B,2011,378
1985ApJ...295...14B,2012,414
1985ApJ...295...14B,2013,429
1985ApJ...295...14B,2014,457
1985ApJ...295...14B,2015,480
1985ApJ...295...14B,2016,508
1985ApJ...295...14B,2017,526
1985ApJ...297..166O,1985,1
1985ApJ...297..166O,1986,6
1985ApJ...297..166O,1987,11
1985ApJ...297..166O,1988,18
1985ApJ...297..166O,1989,34
1985ApJ...297..166O,1990,39
1985ApJ...297..166O,1991,47
1985ApJ...297..166O,1992,53
1985ApJ...297..166O,1993,55
1985ApJ...297..166O,1994,59
1985ApJ...297..166O,1995,65
1985ApJ...297..166O,1996,74
1985ApJ...297..166O,1997,83
1985ApJ...297..166O,1998,99
1985ApJ...297..166O,1999,119
1985ApJ...297..166O,2000,142
1985ApJ...297..166O,2001,175
1985ApJ...297..166O,2002,192
1985ApJ...297..166O,2003,212
1985ApJ...297..166O,2004,244
1985ApJ...297..166O,2005,264
1985ApJ...297..166O,2006,292
1985ApJ...297..166O,2007,318
1985ApJ...297..166O,2008,342
1985ApJ...297..166O,2009,366
1985ApJ...297..166O,2010,386
1985ApJ...297..166O,2011,406
1985ApJ...297..166O,2012,428
1985ApJ...297..166O,2013,450
1985ApJ...297..166O,2014,471
1985ApJ...297..166O,2015,496
1985ApJ...297..166O,2016,523
1985ApJ...297..166O,2017,545
1985ApJ...297..166O,2018,546
1985ApJ...292..640K,1985,4
1985ApJ...292..640K,1986,34
1985ApJ...292..640K,1987,74
1985ApJ...292..640K,1988,122
1985ApJ...292..640K,1989,157
1985ApJ...292..640K,1990,193
1985ApJ...292..640K,1991,223
1985ApJ...292..640K,1992,251
1985ApJ...292..640K,1993,285
1985ApJ...292..640K,1994,310
1985ApJ...292..640K,1995,333
1985ApJ...292..640K,1996,352
1985ApJ...292..640K,1997,376
1985ApJ...292..640K,1998,400
1985ApJ...292..640K,1999,409
1985ApJ...292..640K,2000,424
1985ApJ...292..640K,2001,438
1985ApJ...292..640K,2002,449
1985ApJ...292..640K,2003,460
1985ApJ...292..640K,2004,466
1985ApJ...292..640K,2005,471
1985ApJ...292..640K,2006,482
1985ApJ...292..640K,2007,487
1985ApJ...292..640K,2008,497
1985ApJ...292..640K,2009,508
1985ApJ...292..640K,2010,520
1985ApJ...292..640K,2011,527
1985ApJ...292..640K,2012,539
1985ApJ...292..640K,2013,548
1985ApJ...292..640K,2014,552
1985ApJ...292..640K,2015,558
1985ApJ...292..640K,2016,561
1985ApJ...292..640K,2017,564
1985ApJ...289...81R,1985,5
1985ApJ...289...81R,1986,29
1985ApJ...289...81R,1987,54
1985ApJ...289...81R,1988,84
1985ApJ...289...81R,1989,110
1985ApJ...289...81R,1990,143
1985ApJ...289...81R,1991,166
1985ApJ...289...81R,1992,197
1985ApJ...289...81R,1993,217
1985ApJ...289...81R,1994,233
1985ApJ...289...81R,1995,251
1985ApJ...289...81R,1996,285
1985ApJ...289...81R,1997,304
1985ApJ...289...81R,1998,324
1985ApJ...289...81R,1999,351
1985ApJ...289...81R,2000,373
1985ApJ...289...81R,2001,388
1985ApJ...289...81R,2002,400
1985ApJ...289...81R,2003,410
1985ApJ...289...81R,2004,424
1985ApJ...289...81R,2005,434
1985ApJ...289...81R,2006,441
1985ApJ...289...81R,2007,448
1985ApJ...289...81R,2008,457
1985ApJ...289...81R,2009,473
1985ApJ...289...81R,2010,486
1985ApJ...289...81R,2011,495
1985ApJ...289...81R,2012,500
1985ApJ...289...81R,2013,509
1985ApJ...289...81R,2014,518
1985ApJ...289...81R,2015,526
1985ApJ...289...81R,2016,533
1985ApJ...289...81R,2017,542
1985IAUS..113..541W,1985,0
1985IAUS..113..541W,1986,0
1985IAUS..113..541W,1987,0
1985IAUS..113..541W,1988,0
1985IAUS..113..541W,1989,0
1985IAUS..113..541W,1990,0
1985IAUS..113..541W,1991,0
1985IAUS..113..541W,1992,0
1985IAUS..113..541W,1993,0
1985IAUS..113..541W,1994,0
1985IAUS..113..541W,1995,0
1985IAUS..113..541W,1996,0
1985IAUS..113..541W,1997,0
1985IAUS..113..541W,1998,0
1985IAUS..113..541W,1999,0
1985IAUS..113..541W,2000,0
1985IAUS..113..541W,2001,0
1985IAUS..113..541W,2002,0
1985IAUS..113..541W,2003,0
1985IAUS..113..541W,2004,0
1985IAUS..113..541W,2005,0
1985IAUS..113..541W,2006,0
1985IAUS..113..541W,2007,0
1985IAUS..113..541W,2008,0
1985IAUS..113..541W,2009,0
1985IAUS..113..541W,2010,0
1985IAUS..113..541W,2011,0
1985IAUS..113..541W,2012,0
1985IAUS..113..541W,2013,0
1985IAUS..113..541W,2014,0
1985IAUS..113..541W,2015,0
1985IAUS..113..541W,2016,0
1985IAUS..113..541W,2017,0
1985IBVS.2681....1K,1986,0
1985IBVS.2681....1K,1987,0
1985IBVS.2681....1K,1988,0
1985IBVS.2681....1K,1989,0
1985IBVS.2681....1K,1990,0
1985IBVS.2681....1K,1991,0
1985IBVS.2681....1K,1992,0
1985IBVS.2681....1K,1993,0
1985IBVS.2681....1K,1994,0
1985IBVS.2681....1K,1995,0
1985IBVS.2681....1K,1996,0
1985IBVS.2681....1K,1997,0
1985IBVS.2681....1K,1998,0
1985IBVS.2681....1K,1999,0
1985IBVS.2681....1K,2000,0
1985IBVS.2681....1K,2001,0
1985IBVS.2681....1K,2002,0
1985IBVS.2681....1K,2003,0
1985IBVS.2681....1K,2004,0
1985IBVS.2681....1K,2005,0
1985IBVS.2681....1K,2006,0
1985IBVS.2681....1K,2007,0
1985IBVS.2681....1K,2008,0
1985IBVS.2681....1K,2009,0
1985IBVS.2681....1K,2010,0
1985IBVS.2681....1K,2011,0
1985IBVS.2681....1K,2012,0
1985IBVS.2681....1K,2013,0
1985IBVS.2681....1K,2014,0
1985IBVS.2681....1K,2015,0
1985IBVS.2681....1K,2016,0
1985IBVS.2681....1K,2017,0
1985ApJS...58..711V,1985,2
1985ApJS...58..711V,1986,27
1985ApJS...58..711V,1987,56
1985ApJS...58..711V,1988,97
1985ApJS...58..711V,1989,157
1985ApJS...58..711V,1990,201
1985ApJS...58..711V,1991,237
1985ApJS...58..711V,1992,277
1985ApJS...58..711V,1993,315
1985ApJS...58..711V,1994,338
1985ApJS...58..711V,1995,374
1985ApJS...58..711V,1996,396
1985ApJS...58..711V,1997,419
1985ApJS...58..711V,1998,440
1985ApJS...58..711V,1999,453
1985ApJS...58..711V,2000,465
1985ApJS...58..711V,2001,472
1985ApJS...58..711V,2002,480
1985ApJS...58..711V,2003,488
1985ApJS...58..711V,2004,496
1985ApJS...58..711V,2005,499
1985ApJS...58..711V,2006,505
1985ApJS...58..711V,2007,509
1985ApJS...58..711V,2008,511
1985ApJS...58..711V,2009,512
1985ApJS...58..711V,2010,514
1985ApJS...58..711V,2011,515
1985ApJS...58..711V,2012,516
1985ApJS...58..711V,2013,516
1985ApJS...58..711V,2014,518
1985ApJS...58..711V,2015,519
1985ApJS...58..711V,2016,520
1985ApJS...58..711V,2017,521
1985ARA&A..23..319B,1985,3
1985ARA&A..23..319B,1986,28
1985ARA&A..23..319B,1987,74
1985ARA&A..23..319B,1988,136
1985ARA&A..23..319B,1989,184
1985ARA&A..23..319B,1990,231
1985ARA&A..23..319B,1991,283
1985ARA&A..23..319B,1992,320
1985ARA&A..23..319B,1993,348
1985ARA&A..23..319B,1994,371
1985ARA&A..23..319B,1995,395
1985ARA&A..23..319B,1996,409
1985ARA&A..23..319B,1997,422
1985ARA&A..23..319B,1998,431
1985ARA&A..23..319B,1999,441
1985ARA&A..23..319B,2000,448
1985ARA&A..23..319B,2001,451
1985ARA&A..23..319B,2002,457
1985ARA&A..23..319B,2003,464
1985ARA&A..23..319B,2004,467
1985ARA&A..23..319B,2005,469
1985ARA&A..23..319B,2006,474
1985ARA&A..23..319B,2007,476
1985ARA&A..23..319B,2008,480
1985ARA&A..23..319B,2009,481
1985ARA&A..23..319B,2010,486
1985ARA&A..23..319B,2011,488
1985ARA&A..23..319B,2012,492
1985ARA&A..23..319B,2013,495
1985ARA&A..23..319B,2014,498
1985ARA&A..23..319B,2015,502
1985ARA&A..23..319B,2016,502
1985ARA&A..23..319B,2017,505
1985MNRAS.217..305M,1986,8
1985MNRAS.217..305M,1987,14
1985MNRAS.217..305M,1988,19
1985MNRAS.217..305M,1989,23
1985MNRAS.217..305M,1990,35
1985MNRAS.217..305M,1991,45
1985MNRAS.217..305M,1992,54
1985MNRAS.217..305M,1993,73
1985MNRAS.217..305M,1994,96
1985MNRAS.217..305M,1995,116
1985MNRAS.217..305M,1996,131
1985MNRAS.217..305M,1997,160
1985MNRAS.217..305M,1998,185
1985MNRAS.217..305M,1999,215
1985MNRAS.217..305M,2000,235
1985MNRAS.217..305M,2001,264
1985MNRAS.217..305M,2002,290
1985MNRAS.217..305M,2003,309
1985MNRAS.217..305M,2004,319
1985MNRAS.217..305M,2005,337
1985MNRAS.217..305M,2006,352
1985MNRAS.217..305M,2007,373
1985MNRAS.217..305M,2008,390
1985MNRAS.217..305M,2009,409
1985MNRAS.217..305M,2010,420
1985MNRAS.217..305M,2011,434
1985MNRAS.217..305M,2012,446
1985MNRAS.217..305M,2013,457
1985MNRAS.217..305M,2014,467
1985MNRAS.217..305M,2015,473
1985MNRAS.217..305M,2016,480
1985MNRAS.217..305M,2017,490
1985RSPSA.402..285L,1986,2
1985RSPSA.402..285L,1987,5
1985RSPSA.402..285L,1988,9
1985RSPSA.402..285L,1989,14
1985RSPSA.402..285L,1990,19
1985RSPSA.402..285L,1991,22
1985RSPSA.402..285L,1992,33
1985RSPSA.402..285L,1993,41
1985RSPSA.402..285L,1994,46
1985RSPSA.402..285L,1995,53
1985RSPSA.402..285L,1996,59
1985RSPSA.402..285L,1997,66
1985RSPSA.402..285L,1998,73
1985RSPSA.402..285L,1999,90
1985RSPSA.402..285L,2000,96
1985RSPSA.402..285L,2001,104
1985RSPSA.402..285L,2002,113
1985RSPSA.402..285L,2003,131
1985RSPSA.402..285L,2004,158
1985RSPSA.402..285L,2005,195
1985RSPSA.402..285L,2006,222
1985RSPSA.402..285L,2007,252
1985RSPSA.402..285L,2008,283
1985RSPSA.402..285L,2009,317
1985RSPSA.402..285L,2010,345
1985RSPSA.402..285L,2011,367
1985RSPSA.402..285L,2012,389
1985RSPSA.402..285L,2013,415
1985RSPSA.402..285L,2014,436
1985RSPSA.402..285L,2015,459
1985RSPSA.402..285L,2016,482
1985RSPSA.402..285L,2017,499
1985Natur.317...44C,1986,1
1985Natur.317...44C,1987,6
1985Natur.317...44C,1988,18
