Author,Year,Citations,Journal,
Marscher,2001,259, The Astrophysical Journal,
Marscher,2002,285, The Astrophysical Journal,
Marscher,2003,297, The Astrophysical Journal,
Marscher,2004,312, The Astrophysical Journal,
Marscher,2005,329, The Astrophysical Journal,
Marscher,2006,343, The Astrophysical Journal,
Marscher,2007,365, The Astrophysical Journal,
Marscher,2008,382, The Astrophysical Journal,
Marscher,2009,402, The Astrophysical Journal,
Marscher,2010,422, The Astrophysical Journal,
Marscher,2011,461, The Astrophysical Journal,
Marscher,2012,487, The Astrophysical Journal,
Marscher,2013,520, The Astrophysical Journal,
Marscher,2014,551, The Astrophysical Journal,
Marscher,2015,593, The Astrophysical Journal,
Marscher,2016,645, The Astrophysical Journal,
Marscher,2017,696, The Astrophysical Journal,
Boulware,1986,8, Physical Review Letters,
Boulware,1987,29, Physical Review Letters,
Boulware,1988,47, Physical Review Letters,
Boulware,1989,62, Physical Review Letters,
Boulware,1990,74, Physical Review Letters,
Boulware,1991,87, Physical Review Letters,
Boulware,1992,94, Physical Review Letters,
Boulware,1993,99, Physical Review Letters,
Boulware,1994,103, Physical Review Letters,
Boulware,1995,107, Physical Review Letters,
Boulware,1996,112, Physical Review Letters,
Boulware,1997,119, Physical Review Letters,
Boulware,1998,120, Physical Review Letters,
Boulware,1999,120, Physical Review Letters,
Boulware,2000,128, Physical Review Letters,
Boulware,2001,135, Physical Review Letters,
Boulware,2002,148, Physical Review Letters,
Boulware,2003,165, Physical Review Letters,
Boulware,2004,182, Physical Review Letters,
Boulware,2005,215, Physical Review Letters,
Boulware,2006,243, Physical Review Letters,
Boulware,2007,277, Physical Review Letters,
Boulware,2008,327, Physical Review Letters,
Boulware,2009,372, Physical Review Letters,
Boulware,2010,433, Physical Review Letters,
Boulware,2011,492, Physical Review Letters,
Boulware,2012,535, Physical Review Letters,
Boulware,2013,583, Physical Review Letters,
Boulware,2014,635, Physical Review Letters,
Boulware,2015,689, Physical Review Letters,
Boulware,2016,728, Physical Review Letters,
Boulware,2017,777, Physical Review Letters,
Helou,1986,14, The Astrophysical Journal,
Helou,1987,24, The Astrophysical Journal,
Helou,1988,56, The Astrophysical Journal,
Helou,1989,76, The Astrophysical Journal,
Helou,1990,95, The Astrophysical Journal,
Helou,1991,111, The Astrophysical Journal,
Helou,1992,133, The Astrophysical Journal,
Helou,1993,151, The Astrophysical Journal,
Helou,1994,166, The Astrophysical Journal,
Helou,1995,184, The Astrophysical Journal,
Helou,1996,199, The Astrophysical Journal,
Helou,1997,213, The Astrophysical Journal,
Helou,1998,237, The Astrophysical Journal,
Helou,1999,264, The Astrophysical Journal,
Helou,2000,282, The Astrophysical Journal,
Helou,2001,318, The Astrophysical Journal,
Helou,2002,339, The Astrophysical Journal,
Helou,2003,371, The Astrophysical Journal,
Helou,2004,396, The Astrophysical Journal,
Helou,2005,422, The Astrophysical Journal,
Helou,2006,446, The Astrophysical Journal,
Helou,2007,473, The Astrophysical Journal,
Helou,2008,494, The Astrophysical Journal,
Helou,2009,524, The Astrophysical Journal,
Helou,2010,567, The Astrophysical Journal,
Helou,2011,594, The Astrophysical Journal,
Helou,2012,620, The Astrophysical Journal,
Helou,2013,653, The Astrophysical Journal,
Helou,2014,683, The Astrophysical Journal,
Helou,2015,714, The Astrophysical Journal,
Helou,2016,734, The Astrophysical Journal,
Helou,2017,763, The Astrophysical Journal,
van Albada,1986,12, Physical Review Letters,
van Albada,1987,55, Physical Review Letters,
van Albada,1988,85, Physical Review Letters,
van Albada,1989,116, Physical Review Letters,
van Albada,1990,154, Physical Review Letters,
van Albada,1991,184, Physical Review Letters,
van Albada,1992,206, Physical Review Letters,
van Albada,1993,236, Physical Review Letters,
van Albada,1994,260, Physical Review Letters,
van Albada,1995,286, Physical Review Letters,
van Albada,1996,308, Physical Review Letters,
van Albada,1997,326, Physical Review Letters,
van Albada,1998,347, Physical Review Letters,
van Albada,1999,367, Physical Review Letters,
van Albada,2000,400, Physical Review Letters,
van Albada,2001,421, Physical Review Letters,
van Albada,2002,450, Physical Review Letters,
van Albada,2003,478, Physical Review Letters,
van Albada,2004,505, Physical Review Letters,
van Albada,2005,531, Physical Review Letters,
van Albada,2006,565, Physical Review Letters,
van Albada,2007,589, Physical Review Letters,
van Albada,2008,611, Physical Review Letters,
van Albada,2009,638, Physical Review Letters,
van Albada,2010,660, Physical Review Letters,
van Albada,2011,684, Physical Review Letters,
van Albada,2012,714, Physical Review Letters,
van Albada,2013,735, Physical Review Letters,
van Albada,2014,762, Physical Review Letters,
van Albada,2015,769, Physical Review Letters,
van Albada,2016,784, Physical Review Letters,
van Albada,2017,807, Physical Review Letters,
Allamandola,1985,8, The Astrophysical Journal,
Allamandola,1986,22, The Astrophysical Journal,
Allamandola,1987,46, The Astrophysical Journal,
Allamandola,1988,73, The Astrophysical Journal,
Allamandola,1989,101, The Astrophysical Journal,
Allamandola,1990,129, The Astrophysical Journal,
Allamandola,1991,147, The Astrophysical Journal,
Allamandola,1992,182, The Astrophysical Journal,
Allamandola,1993,207, The Astrophysical Journal,
Allamandola,1994,229, The Astrophysical Journal,
Allamandola,1995,256, The Astrophysical Journal,
Allamandola,1996,282, The Astrophysical Journal,
Allamandola,1997,296, The Astrophysical Journal,
Allamandola,1998,312, The Astrophysical Journal,
Allamandola,1999,333, The Astrophysical Journal,
Allamandola,2000,352, The Astrophysical Journal,
Allamandola,2001,376, The Astrophysical Journal,
Allamandola,2002,395, The Astrophysical Journal,
Allamandola,2003,410, The Astrophysical Journal,
Allamandola,2004,423, The Astrophysical Journal,
Allamandola,2005,449, The Astrophysical Journal,
Allamandola,2006,468, The Astrophysical Journal,
Allamandola,2007,491, The Astrophysical Journal,
Allamandola,2008,509, The Astrophysical Journal,
Allamandola,2009,531, The Astrophysical Journal,
Allamandola,2010,552, The Astrophysical Journal,
Allamandola,2011,578, The Astrophysical Journal,
Allamandola,2012,601, The Astrophysical Journal,
Allamandola,2013,626, The Astrophysical Journal,
Allamandola,2014,655, The Astrophysical Journal,
Allamandola,2015,688, The Astrophysical Journal,
Allamandola,2016,713, The Astrophysical Journal,
Allamandola,2017,736, The Astrophysical Journal,
Goodman,1985,2, Physical Review D,
Goodman,1986,15, Physical Review D,
Goodman,1987,32, Physical Review D,
Goodman,1988,55, Physical Review D,
Goodman,1989,76, Physical Review D,
Goodman,1990,100, Physical Review D,
Goodman,1991,112, Physical Review D,
Goodman,1992,131, Physical Review D,
Goodman,1993,149, Physical Review D,
Goodman,1994,167, Physical Review D,
Goodman,1995,185, Physical Review D,
Goodman,1996,209, Physical Review D,
Goodman,1997,219, Physical Review D,
Goodman,1998,229, Physical Review D,
Goodman,1999,240, Physical Review D,
Goodman,2000,250, Physical Review D,
Goodman,2001,273, Physical Review D,
Goodman,2002,287, Physical Review D,
Goodman,2003,299, Physical Review D,
Goodman,2004,327, Physical Review D,
Goodman,2005,353, Physical Review D,
Goodman,2006,368, Physical Review D,
Goodman,2007,393, Physical Review D,
Goodman,2008,418, Physical Review D,
Goodman,2009,439, Physical Review D,
Goodman,2010,463, Physical Review D,
Goodman,2011,487, Physical Review D,
Goodman,2012,519, Physical Review D,
Goodman,2013,563, Physical Review D,
Goodman,2014,612, Physical Review D,
Goodman,2015,650, Physical Review D,
Goodman,2016,695, Physical Review D,
Goodman,2017,721, Physical Review D,
Wolf,1986,12, Physical Review Letters,
Wolf,1987,55, Physical Review Letters,
Wolf,1988,85, Physical Review Letters,
Wolf,1989,117, Physical Review Letters,
Wolf,1990,157, Physical Review Letters,
Wolf,1991,185, Physical Review Letters,
Wolf,1992,208, Physical Review Letters,
Wolf,1993,238, Physical Review Letters,
Wolf,1994,259, Physical Review Letters,
Wolf,1995,278, Physical Review Letters,
Wolf,1996,301, Physical Review Letters,
Wolf,1997,323, Physical Review Letters,
Wolf,1998,343, Physical Review Letters,
Wolf,1999,366, Physical Review Letters,
Wolf,2000,398, Physical Review Letters,
Wolf,2001,417, Physical Review Letters,
Wolf,2002,441, Physical Review Letters,
Wolf,2003,469, Physical Review Letters,
Wolf,2004,495, Physical Review Letters,
Wolf,2005,526, Physical Review Letters,
Wolf,2006,556, Physical Review Letters,
Wolf,2007,583, Physical Review Letters,
Wolf,2008,605, Physical Review Letters,
Wolf,2009,632, Physical Review Letters,
Wolf,2010,651, Physical Review Letters,
Wolf,2011,675, Physical Review Letters,
Wolf,2012,706, Physical Review Letters,
Wolf,2013,726, Physical Review Letters,
Wolf,2014,751, Physical Review Letters,
Wolf,2015,764, Physical Review Letters,
Wolf,2016,781, Physical Review Letters,
Wolf,2017,802, Physical Review Letters,
Zurek,1985,1, Nature,
Zurek,1986,3, Nature,
Zurek,1987,6, Nature,
Zurek,1988,8, Nature,
Zurek,1989,9, Nature,
Zurek,1990,12, Nature,
Zurek,1991,13, Nature,
Zurek,1992,20, Nature,
Zurek,1993,24, Nature,
Zurek,1994,30, Nature,
Zurek,1995,32, Nature,
Zurek,1996,44, Nature,
Zurek,1997,50, Nature,
Zurek,1998,66, Nature,
Zurek,1999,85, Nature,
Zurek,2000,101, Nature,
Zurek,2001,111, Nature,
Zurek,2002,133, Nature,
Zurek,2003,148, Nature,
Zurek,2004,157, Nature,
Zurek,2005,174, Nature,
Zurek,2006,190, Nature,
Zurek,2007,213, Nature,
Zurek,2008,242, Nature,
Zurek,2009,274, Nature,
Zurek,2010,328, Nature,
Zurek,2011,362, Nature,
Zurek,2012,409, Nature,
Zurek,2013,467, Nature,
Zurek,2014,520, Nature,
Zurek,2015,580, Nature,
Zurek,2016,668, Nature,
Zurek,2017,717, Nature,
Mikheyev,1986,3, Yadernaya Fizika,
Mikheyev,1987,27, Yadernaya Fizika,
Mikheyev,1988,53, Yadernaya Fizika,
Mikheyev,1989,69, Yadernaya Fizika,
Mikheyev,1990,93, Yadernaya Fizika,
Mikheyev,1991,130, Yadernaya Fizika,
Mikheyev,1992,175, Yadernaya Fizika,
Mikheyev,1993,206, Yadernaya Fizika,
Mikheyev,1994,239, Yadernaya Fizika,
Mikheyev,1995,269, Yadernaya Fizika,
Mikheyev,1996,300, Yadernaya Fizika,
Mikheyev,1997,310, Yadernaya Fizika,
Mikheyev,1998,328, Yadernaya Fizika,
Mikheyev,1999,349, Yadernaya Fizika,
Mikheyev,2000,371, Yadernaya Fizika,
Mikheyev,2001,392, Yadernaya Fizika,
Mikheyev,2002,409, Yadernaya Fizika,
Mikheyev,2003,430, Yadernaya Fizika,
Mikheyev,2004,452, Yadernaya Fizika,
Mikheyev,2005,478, Yadernaya Fizika,
Mikheyev,2006,509, Yadernaya Fizika,
Mikheyev,2007,535, Yadernaya Fizika,
Mikheyev,2008,555, Yadernaya Fizika,
Mikheyev,2009,577, Yadernaya Fizika,
Mikheyev,2010,590, Yadernaya Fizika,
Mikheyev,2011,607, Yadernaya Fizika,
Mikheyev,2012,626, Yadernaya Fizika,
Mikheyev,2013,643, Yadernaya Fizika,
Mikheyev,2014,657, Yadernaya Fizika,
Mikheyev,2015,673, Yadernaya Fizika,
Mikheyev,2016,696, Yadernaya Fizika,
Mikheyev,2017,713, Yadernaya Fizika,
Matthews,1985,23, Physical Review Letters,
Matthews,1986,70, Physical Review Letters,
Matthews,1987,124, Physical Review Letters,
Matthews,1988,189, Physical Review Letters,
Matthews,1989,231, Physical Review Letters,
Matthews,1990,286, Physical Review Letters,
Matthews,1991,323, Physical Review Letters,
Matthews,1992,353, Physical Review Letters,
Matthews,1993,389, Physical Review Letters,
Matthews,1994,428, Physical Review Letters,
Matthews,1995,462, Physical Review Letters,
Matthews,1996,506, Physical Review Letters,
Matthews,1997,534, Physical Review Letters,
Matthews,1998,560, Physical Review Letters,
Matthews,1999,573, Physical Review Letters,
Matthews,2000,585, Physical Review Letters,
Matthews,2001,601, Physical Review Letters,
Matthews,2002,611, Physical Review Letters,
Matthews,2003,628, Physical Review Letters,
Matthews,2004,637, Physical Review Letters,
Matthews,2005,647, Physical Review Letters,
Matthews,2006,659, Physical Review Letters,
Matthews,2007,667, Physical Review Letters,
Matthews,2008,682, Physical Review Letters,
Matthews,2009,692, Physical Review Letters,
Matthews,2010,697, Physical Review Letters,
Matthews,2011,702, Physical Review Letters,
Matthews,2012,711, Physical Review Letters,
Matthews,2013,717, Physical Review Letters,
Matthews,2014,727, Physical Review Letters,
Matthews,2015,730, Physical Review Letters,
Matthews,2016,741, Physical Review Letters,
Matthews,2017,743, Physical Review Letters,
Lada,1985,6, Annual Review of Astronomy and Astrophysics,
Lada,1986,35, Annual Review of Astronomy and Astrophysics,
Lada,1987,80, Annual Review of Astronomy and Astrophysics,
Lada,1988,129, Annual Review of Astronomy and Astrophysics,
Lada,1989,180, Annual Review of Astronomy and Astrophysics,
Lada,1990,221, Annual Review of Astronomy and Astrophysics,
Lada,1991,258, Annual Review of Astronomy and Astrophysics,
Lada,1992,305, Annual Review of Astronomy and Astrophysics,
Lada,1993,344, Annual Review of Astronomy and Astrophysics,
Lada,1994,372, Annual Review of Astronomy and Astrophysics,
Lada,1995,402, Annual Review of Astronomy and Astrophysics,
Lada,1996,422, Annual Review of Astronomy and Astrophysics,
Lada,1997,453, Annual Review of Astronomy and Astrophysics,
Lada,1998,480, Annual Review of Astronomy and Astrophysics,
Lada,1999,497, Annual Review of Astronomy and Astrophysics,
Lada,2000,512, Annual Review of Astronomy and Astrophysics,
Lada,2001,525, Annual Review of Astronomy and Astrophysics,
Lada,2002,540, Annual Review of Astronomy and Astrophysics,
Lada,2003,549, Annual Review of Astronomy and Astrophysics,
Lada,2004,556, Annual Review of Astronomy and Astrophysics,
Lada,2005,561, Annual Review of Astronomy and Astrophysics,
Lada,2006,576, Annual Review of Astronomy and Astrophysics,
Lada,2007,585, Annual Review of Astronomy and Astrophysics,
Lada,2008,598, Annual Review of Astronomy and Astrophysics,
Lada,2009,606, Annual Review of Astronomy and Astrophysics,
Lada,2010,607, Annual Review of Astronomy and Astrophysics,
Lada,2011,614, Annual Review of Astronomy and Astrophysics,
Lada,2012,621, Annual Review of Astronomy and Astrophysics,
Lada,2013,629, Annual Review of Astronomy and Astrophysics,
Lada,2014,635, Annual Review of Astronomy and Astrophysics,
Lada,2015,643, Annual Review of Astronomy and Astrophysics,
Lada,2016,648, Annual Review of Astronomy and Astrophysics,
Lada,2017,649, Annual Review of Astronomy and Astrophysics,
Dulk,1985,3, Annual Review of Astronomy and Astrophysics,
Dulk,1986,19, Annual Review of Astronomy and Astrophysics,
Dulk,1987,39, Annual Review of Astronomy and Astrophysics,
Dulk,1988,55, Annual Review of Astronomy and Astrophysics,
Dulk,1989,74, Annual Review of Astronomy and Astrophysics,
Dulk,1990,94, Annual Review of Astronomy and Astrophysics,
Dulk,1991,112, Annual Review of Astronomy and Astrophysics,
Dulk,1992,134, Annual Review of Astronomy and Astrophysics,
Dulk,1993,162, Annual Review of Astronomy and Astrophysics,
Dulk,1994,191, Annual Review of Astronomy and Astrophysics,
Dulk,1995,211, Annual Review of Astronomy and Astrophysics,
Dulk,1996,229, Annual Review of Astronomy and Astrophysics,
Dulk,1997,240, Annual Review of Astronomy and Astrophysics,
Dulk,1998,256, Annual Review of Astronomy and Astrophysics,
Dulk,1999,272, Annual Review of Astronomy and Astrophysics,
Dulk,2000,291, Annual Review of Astronomy and Astrophysics,
Dulk,2001,304, Annual Review of Astronomy and Astrophysics,
Dulk,2002,334, Annual Review of Astronomy and Astrophysics,
Dulk,2003,363, Annual Review of Astronomy and Astrophysics,
Dulk,2004,376, Annual Review of Astronomy and Astrophysics,
Dulk,2005,393, Annual Review of Astronomy and Astrophysics,
Dulk,2006,417, Annual Review of Astronomy and Astrophysics,
Dulk,2007,436, Annual Review of Astronomy and Astrophysics,
Dulk,2008,459, Annual Review of Astronomy and Astrophysics,
Dulk,2009,482, Annual Review of Astronomy and Astrophysics,
Dulk,2010,499, Annual Review of Astronomy and Astrophysics,
Dulk,2011,520, Annual Review of Astronomy and Astrophysics,
Dulk,2012,541, Annual Review of Astronomy and Astrophysics,
Dulk,2013,571, Annual Review of Astronomy and Astrophysics,
Dulk,2014,594, Annual Review of Astronomy and Astrophysics,
Dulk,2015,617, Annual Review of Astronomy and Astrophysics,
Dulk,2016,646, Annual Review of Astronomy and Astrophysics,
Dulk,2017,673, Annual Review of Astronomy and Astrophysics,
Lucchin,1985,2, Physical Review D,
Lucchin,1986,10, Physical Review D,
Lucchin,1987,18, Physical Review D,
Lucchin,1988,33, Physical Review D,
Lucchin,1989,40, Physical Review D,
Lucchin,1990,57, Physical Review D,
Lucchin,1991,81, Physical Review D,
Lucchin,1992,107, Physical Review D,
Lucchin,1993,146, Physical Review D,
Lucchin,1994,175, Physical Review D,
Lucchin,1995,198, Physical Review D,
Lucchin,1996,208, Physical Review D,
Lucchin,1997,216, Physical Review D,
Lucchin,1998,235, Physical Review D,
Lucchin,1999,261, Physical Review D,
Lucchin,2000,282, Physical Review D,
Lucchin,2001,297, Physical Review D,
Lucchin,2002,314, Physical Review D,
Lucchin,2003,326, Physical Review D,
Lucchin,2004,352, Physical Review D,
Lucchin,2005,367, Physical Review D,
Lucchin,2006,381, Physical Review D,
Lucchin,2007,400, Physical Review D,
Lucchin,2008,415, Physical Review D,
Lucchin,2009,427, Physical Review D,
Lucchin,2010,442, Physical Review D,
Lucchin,2011,460, Physical Review D,
Lucchin,2012,480, Physical Review D,
Lucchin,2013,507, Physical Review D,
Lucchin,2014,540, Physical Review D,
Lucchin,2015,565, Physical Review D,
Lucchin,2016,591, Physical Review D,
Lucchin,2017,614, Physical Review D,
Forman,1985,2, The Astrophysical Journal,
Forman,1986,31, The Astrophysical Journal,
Forman,1987,73, The Astrophysical Journal,
Forman,1988,109, The Astrophysical Journal,
Forman,1989,142, The Astrophysical Journal,
Forman,1990,175, The Astrophysical Journal,
Forman,1991,205, The Astrophysical Journal,
Forman,1992,230, The Astrophysical Journal,
Forman,1993,255, The Astrophysical Journal,
Forman,1994,285, The Astrophysical Journal,
Forman,1995,312, The Astrophysical Journal,
Forman,1996,338, The Astrophysical Journal,
Forman,1997,355, The Astrophysical Journal,
Forman,1998,381, The Astrophysical Journal,
Forman,1999,403, The Astrophysical Journal,
Forman,2000,417, The Astrophysical Journal,
Forman,2001,432, The Astrophysical Journal,
Forman,2002,446, The Astrophysical Journal,
Forman,2003,459, The Astrophysical Journal,
Forman,2004,473, The Astrophysical Journal,
Forman,2005,483, The Astrophysical Journal,
Forman,2006,494, The Astrophysical Journal,
Forman,2007,504, The Astrophysical Journal,
Forman,2008,514, The Astrophysical Journal,
Forman,2009,521, The Astrophysical Journal,
Forman,2010,528, The Astrophysical Journal,
Forman,2011,536, The Astrophysical Journal,
Forman,2012,543, The Astrophysical Journal,
Forman,2013,559, The Astrophysical Journal,
Forman,2014,567, The Astrophysical Journal,
Forman,2015,578, The Astrophysical Journal,
Forman,2016,588, The Astrophysical Journal,
Forman,2017,598, The Astrophysical Journal,
McCall,1985,2, The Astrophysical Journal Supplement Series,
McCall,1986,18, The Astrophysical Journal Supplement Series,
McCall,1987,35, The Astrophysical Journal Supplement Series,
McCall,1988,53, The Astrophysical Journal Supplement Series,
McCall,1989,78, The Astrophysical Journal Supplement Series,
McCall,1990,94, The Astrophysical Journal Supplement Series,
McCall,1991,108, The Astrophysical Journal Supplement Series,
McCall,1992,129, The Astrophysical Journal Supplement Series,
McCall,1993,145, The Astrophysical Journal Supplement Series,
McCall,1994,167, The Astrophysical Journal Supplement Series,
McCall,1995,187, The Astrophysical Journal Supplement Series,
McCall,1996,204, The Astrophysical Journal Supplement Series,
McCall,1997,228, The Astrophysical Journal Supplement Series,
McCall,1998,248, The Astrophysical Journal Supplement Series,
McCall,1999,275, The Astrophysical Journal Supplement Series,
McCall,2000,297, The Astrophysical Journal Supplement Series,
McCall,2001,322, The Astrophysical Journal Supplement Series,
McCall,2002,351, The Astrophysical Journal Supplement Series,
McCall,2003,376, The Astrophysical Journal Supplement Series,
McCall,2004,402, The Astrophysical Journal Supplement Series,
McCall,2005,416, The Astrophysical Journal Supplement Series,
McCall,2006,440, The Astrophysical Journal Supplement Series,
McCall,2007,457, The Astrophysical Journal Supplement Series,
McCall,2008,468, The Astrophysical Journal Supplement Series,
McCall,2009,481, The Astrophysical Journal Supplement Series,
McCall,2010,505, The Astrophysical Journal Supplement Series,
McCall,2011,519, The Astrophysical Journal Supplement Series,
McCall,2012,542, The Astrophysical Journal Supplement Series,
McCall,2013,563, The Astrophysical Journal Supplement Series,
McCall,2014,575, The Astrophysical Journal Supplement Series,
McCall,2015,585, The Astrophysical Journal Supplement Series,
McCall,2016,594, The Astrophysical Journal Supplement Series,
McCall,2017,598, The Astrophysical Journal Supplement Series,
GrÌ_n,1985,2, Icarus,
GrÌ_n,1986,10, Icarus,
GrÌ_n,1987,24, Icarus,
GrÌ_n,1988,31, Icarus,
GrÌ_n,1989,45, Icarus,
GrÌ_n,1990,58, Icarus,
GrÌ_n,1991,73, Icarus,
GrÌ_n,1992,94, Icarus,
GrÌ_n,1993,119, Icarus,
GrÌ_n,1994,138, Icarus,
GrÌ_n,1995,175, Icarus,
GrÌ_n,1996,206, Icarus,
GrÌ_n,1997,236, Icarus,
GrÌ_n,1998,258, Icarus,
GrÌ_n,1999,275, Icarus,
GrÌ_n,2000,295, Icarus,
GrÌ_n,2001,313, Icarus,
GrÌ_n,2002,330, Icarus,
GrÌ_n,2003,344, Icarus,
GrÌ_n,2004,360, Icarus,
GrÌ_n,2005,374, Icarus,
GrÌ_n,2006,385, Icarus,
GrÌ_n,2007,396, Icarus,
GrÌ_n,2008,409, Icarus,
GrÌ_n,2009,421, Icarus,
GrÌ_n,2010,440, Icarus,
GrÌ_n,2011,456, Icarus,
GrÌ_n,2012,471, Icarus,
GrÌ_n,2013,487, Icarus,
GrÌ_n,2014,512, Icarus,
GrÌ_n,2015,533, Icarus,
GrÌ_n,2016,552, Icarus,
GrÌ_n,2017,580, Icarus,
GrÌ_n,2018,581, Icarus,
Gott, III ,1985,3,
Gott, III ,1986,37,
Gott, III ,1987,58,
Gott, III ,1988,81,
Gott, III ,1989,112,
Gott, III ,1990,138,
Gott, III ,1991,157,
Gott, III ,1992,186,
Gott, III ,1993,199,
Gott, III ,1994,220,
Gott, III ,1995,243,
Gott, III ,1996,265,
Gott, III ,1997,286,
Gott, III ,1998,302,
Gott, III ,1999,319,
Gott, III ,2000,331,
Gott, III ,2001,350,
Gott, III ,2002,362,
Gott, III ,2003,381,
Gott, III ,2004,392,
Gott, III ,2005,409,
Gott, III ,2006,424,
Gott, III ,2007,438,
Gott, III ,2008,451,
Gott, III ,2009,466,
Gott, III ,2010,484,
Gott, III ,2011,500,
Gott, III ,2012,517,
Gott, III ,2013,530,
Gott, III ,2014,541,
Gott, III ,2015,557,
Gott, III ,2016,571,
Gott, III ,2017,579, The Astrophysical Journal
Feigelson,1985,1, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1986,9, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1987,18, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1988,33, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1989,49, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1990,66, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1991,77, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1992,93, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1993,111, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1994,131, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1995,156, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1996,179, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1997,198, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1998,212, The Astrophysical Journal, The Astrophysical Journal
Feigelson,1999,229, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2000,249, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2001,273, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2002,287, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2003,310, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2004,327, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2005,341, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2006,361, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2007,384, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2008,400, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2009,422, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2010,439, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2011,465, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2012,492, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2013,514, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2014,532, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2015,558, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2016,578, The Astrophysical Journal, The Astrophysical Journal
Feigelson,2017,601, The Astrophysical Journal,
Feigelson,2018,602, The Astrophysical Journal,
Bertschinger,1985,2, The Astrophysical Journal Supplement Series,
Bertschinger,1986,4, The Astrophysical Journal Supplement Series,
Bertschinger,1987,5, The Astrophysical Journal Supplement Series,
Bertschinger,1988,13, The Astrophysical Journal Supplement Series,
Bertschinger,1989,17, The Astrophysical Journal Supplement Series,
Bertschinger,1990,23, The Astrophysical Journal Supplement Series,
Bertschinger,1991,31, The Astrophysical Journal Supplement Series,
Bertschinger,1992,38, The Astrophysical Journal Supplement Series,
Bertschinger,1993,48, The Astrophysical Journal Supplement Series,
Bertschinger,1994,60, The Astrophysical Journal Supplement Series,
Bertschinger,1995,71, The Astrophysical Journal Supplement Series,
Bertschinger,1996,85, The Astrophysical Journal Supplement Series,
Bertschinger,1997,107, The Astrophysical Journal Supplement Series,
Bertschinger,1998,124, The Astrophysical Journal Supplement Series,
Bertschinger,1999,144, The Astrophysical Journal Supplement Series,
Bertschinger,2000,167, The Astrophysical Journal Supplement Series,
Bertschinger,2001,189, The Astrophysical Journal Supplement Series,
Bertschinger,2002,205, The Astrophysical Journal Supplement Series,
Bertschinger,2003,227, The Astrophysical Journal Supplement Series,
Bertschinger,2004,249, The Astrophysical Journal Supplement Series,
Bertschinger,2005,274, The Astrophysical Journal Supplement Series,
Bertschinger,2006,297, The Astrophysical Journal Supplement Series,
Bertschinger,2007,312, The Astrophysical Journal Supplement Series,
Bertschinger,2008,324, The Astrophysical Journal Supplement Series,
Bertschinger,2009,349, The Astrophysical Journal Supplement Series,
Bertschinger,2010,373, The Astrophysical Journal Supplement Series,
Bertschinger,2011,403, The Astrophysical Journal Supplement Series,
Bertschinger,2012,426, The Astrophysical Journal Supplement Series,
Bertschinger,2013,457, The Astrophysical Journal Supplement Series,
Bertschinger,2014,475, The Astrophysical Journal Supplement Series,
Bertschinger,2015,495, The Astrophysical Journal Supplement Series,
Bertschinger,2016,518, The Astrophysical Journal Supplement Series,
Bertschinger,2017,546, The Astrophysical Journal Supplement Series,
Bethe,1986,5, The Astrophysical Journal,
Bethe,1987,29, The Astrophysical Journal,
Bethe,1988,54, The Astrophysical Journal,
Bethe,1989,71, The Astrophysical Journal,
Bethe,1990,84, The Astrophysical Journal,
Bethe,1991,94, The Astrophysical Journal,
Bethe,1992,106, The Astrophysical Journal,
Bethe,1993,120, The Astrophysical Journal,
Bethe,1994,132, The Astrophysical Journal,
Bethe,1995,147, The Astrophysical Journal,
Bethe,1996,158, The Astrophysical Journal,
Bethe,1997,167, The Astrophysical Journal,
Bethe,1998,177, The Astrophysical Journal,
Bethe,1999,189, The Astrophysical Journal,
Bethe,2000,206, The Astrophysical Journal,
Bethe,2001,223, The Astrophysical Journal,
Bethe,2002,232, The Astrophysical Journal,
Bethe,2003,247, The Astrophysical Journal,
